REGION,STORAGE,SEASON,DAYTYPE,YEAR,VALUE
GLOBAL,LDSINDEA01,1,1,2036,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2031,4.1431701032407547e-07
GLOBAL,LDSINDEA01,2,1,2041,3.486138856756415e-09
GLOBAL,LDSINDEA01,2,1,2046,3.4861388558890534e-09
GLOBAL,LDSINDEA01,2,1,2047,3.486138856756415e-09
GLOBAL,LDSINDEA01,2,1,2048,1.0443235913918261e-07
GLOBAL,LDSINDEA01,3,1,2030,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2032,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2033,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2035,0.019440312440899
GLOBAL,LDSINDEA01,3,1,2036,0.019440312440899
GLOBAL,LDSINDEA01,3,1,2037,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2039,3.020129785740998e-07
GLOBAL,LDSINDEA01,3,1,2041,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2042,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2044,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2045,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2047,0.007480295554334
GLOBAL,LDSINDEA01,3,1,2048,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2049,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2030,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2032,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2033,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2034,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2035,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2036,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2039,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2040,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2041,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2044,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2045,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2046,-7.775999480041718e-08
GLOBAL,LDSINDEA01,4,1,2047,-7.775999480041718e-08
GLOBAL,LDSINDEA01,4,1,2048,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2049,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2050,0.0194399999999999
GLOBAL,LDSINDNO01,1,1,2028,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2029,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2030,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2031,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2033,0.0359999999999999
GLOBAL,LDSINDNO01,2,1,2034,6.455812696926076e-09
GLOBAL,LDSINDNO01,2,1,2035,6.455812696926076e-09
GLOBAL,LDSINDNO01,2,1,2038,6.455812696926077e-09
GLOBAL,LDSINDNO01,2,1,2041,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2042,6.455812696926077e-09
GLOBAL,LDSINDNO01,2,1,2043,6.455812696926077e-09
GLOBAL,LDSINDNO01,2,1,2044,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2045,6.455812696926076e-09
GLOBAL,LDSINDNO01,2,1,2046,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2047,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2048,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2049,6.455812696926076e-09
GLOBAL,LDSINDNO01,2,1,2050,6.455812696926076e-09
GLOBAL,LDSINDNO01,3,1,2029,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2031,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2032,0.0359999999999999
