REGION,STORAGE,SEASON,DAYTYPE,YEAR,VALUE
GLOBAL,LDSINDNO01,4,1,2032,-1.4399999037628677e-07
GLOBAL,LDSINDNO01,4,1,2033,-1.439999903728173e-07
GLOBAL,LDSINDNO01,4,1,2034,-1.4399999037628677e-07
GLOBAL,LDSINDNO01,4,1,2035,-1.4399999037628677e-07
GLOBAL,LDSINDNO01,4,1,2036,-1.4399999036934785e-07
GLOBAL,LDSINDNO01,4,1,2037,-1.5045580263779726e-07
GLOBAL,LDSINDNO01,4,1,2038,-1.4399941437870378e-07
GLOBAL,LDSINDNO01,4,1,2039,-1.4399999036934785e-07
GLOBAL,LDSINDNO01,4,1,2040,-1.4399999036934785e-07
GLOBAL,LDSINDNO01,4,1,2041,-1.4399999037368466e-07
GLOBAL,LDSINDNO01,4,1,2042,-1.4399999037628677e-07
GLOBAL,LDSINDNO01,4,1,2043,-1.4400000000452069e-07
GLOBAL,LDSINDNO01,4,1,2044,-1.4400000000339554e-07
GLOBAL,LDSINDNO01,4,1,2045,-1.4399999037628677e-07
GLOBAL,LDSINDNO01,4,1,2046,-1.4399999037628677e-07
GLOBAL,LDSINDNO01,4,1,2047,-1.4399999037368466e-07
GLOBAL,LDSINDNO01,4,1,2048,-1.4399999037368466e-07
GLOBAL,LDSINDNO01,4,1,2049,-1.439999903728173e-07
GLOBAL,LDSINDNO01,4,1,2050,-1.4399999037336546e-07
GLOBAL,LDSINDSO01,1,1,2037,3.787200000028579e-07
GLOBAL,LDSINDSO01,1,1,2043,-2.5823250785969587e-09
GLOBAL,LDSINDSO01,1,1,2046,-2.58232528416169e-09
GLOBAL,LDSINDSO01,1,1,2047,-2.5823250785969587e-09
GLOBAL,LDSINDSO01,2,1,2037,3.787200000028579e-07
GLOBAL,LDSINDSO01,2,1,2038,1.6978787389931863e-08
GLOBAL,LDSINDSO01,2,1,2039,1.6978787389931863e-08
GLOBAL,LDSINDSO01,2,1,2040,1.6978787389931863e-08
GLOBAL,LDSINDSO01,2,1,2041,6.1975801886327e-09
GLOBAL,LDSINDSO01,2,1,2042,6.1975801886327e-09
GLOBAL,LDSINDSO01,2,1,2044,2.5823250782974796e-09
GLOBAL,LDSINDSO01,2,1,2045,2.5823250785969587e-09
GLOBAL,LDSINDSO01,3,1,2030,-3.7871997468630347e-07
GLOBAL,LDSINDSO01,3,1,2031,-3.7871997468630347e-07
GLOBAL,LDSINDSO01,3,1,2032,-3.7871845981474205e-07
GLOBAL,LDSINDSO01,3,1,2033,-3.7871845981474205e-07
GLOBAL,LDSINDSO01,3,1,2034,-3.7871999236660514e-07
GLOBAL,LDSINDSO01,3,1,2035,-5.086263534237467e-07
GLOBAL,LDSINDSO01,3,1,2036,-3.7871997468630347e-07
GLOBAL,LDSINDSO01,3,1,2038,-3.787199747001813e-07
GLOBAL,LDSINDSO01,3,1,2039,-1.033815459038079e-07
GLOBAL,LDSINDSO01,3,1,2040,-1.0338154590033845e-07
GLOBAL,LDSINDSO01,3,1,2041,-1.794606830987644e-07
GLOBAL,LDSINDSO01,3,1,2042,-1.794606830980799e-07
GLOBAL,LDSINDSO01,3,1,2043,-7.735764894889502e-08
GLOBAL,LDSINDSO01,3,1,2045,-7.477529521439374e-08
GLOBAL,LDSINDSO01,3,1,2046,-7.735762029255702e-08
GLOBAL,LDSINDSO01,3,1,2047,-7.73576202929907e-08
GLOBAL,LDSINDSO01,4,1,2030,-3.7871997468630347e-07
GLOBAL,LDSINDSO01,4,1,2031,-3.7871997468630347e-07
GLOBAL,LDSINDSO01,4,1,2032,-3.7871845981474205e-07
GLOBAL,LDSINDSO01,4,1,2033,-3.7871845981474205e-07
GLOBAL,LDSINDSO01,4,1,2034,-3.7871999236660514e-07
GLOBAL,LDSINDSO01,4,1,2035,-3.7871997468630347e-07
GLOBAL,LDSINDSO01,4,1,2036,-3.7871997468630347e-07
GLOBAL,LDSINDSO01,4,1,2038,-3.787199747001813e-07
GLOBAL,LDSINDSO01,4,1,2039,-1.033815459038079e-07
GLOBAL,LDSINDSO01,4,1,2040,-1.0338154590033845e-07
GLOBAL,LDSINDSO01,4,1,2041,-1.3823943779966985e-07
GLOBAL,LDSINDSO01,4,1,2042,-1.3823999076012505e-07
GLOBAL,LDSINDSO01,4,1,2043,-2.5823537345012714e-09
GLOBAL,LDSINDSO01,4,1,2046,-2.5823252868315645e-09
GLOBAL,LDSINDSO01,4,1,2047,-2.582325078725866e-09
GLOBAL,LDSINDWE01,1,1,2037,-1.2524276633146814e-08
GLOBAL,LDSINDWE01,1,1,2038,2.7936000000783334e-07
GLOBAL,LDSINDWE01,1,1,2040,2.7936000001130284e-07
GLOBAL,LDSINDWE01,2,1,2034,1.2601387724964221e-08
GLOBAL,LDSINDWE01,2,1,2035,1.2601387724964221e-08
GLOBAL,LDSINDWE01,2,1,2036,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2038,2.9188425409651386e-07
GLOBAL,LDSINDWE01,2,1,2039,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2040,2.918842766444496e-07
GLOBAL,LDSINDWE01,2,1,2041,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2042,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2043,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2044,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2045,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2046,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2047,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2048,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2049,1.2524276633146814e-08
GLOBAL,LDSINDWE01,2,1,2050,1.2524276633146814e-08
GLOBAL,LDSINDWE01,3,1,2030,-2.881649053092239e-07
GLOBAL,LDSINDWE01,3,1,2031,-2.810799812208442e-07
GLOBAL,LDSINDWE01,3,1,2032,-3.774944429130178e-07
GLOBAL,LDSINDWE01,3,1,2033,-3.774944429130178e-07
GLOBAL,LDSINDWE01,3,1,2034,-3.6489298749284757e-07
GLOBAL,LDSINDWE01,3,1,2035,-3.6489298749284757e-07
GLOBAL,LDSINDWE01,3,1,2036,-2.7935886389009953e-07
GLOBAL,LDSINDWE01,3,1,2037,-2.918830895896549e-07
GLOBAL,LDSINDWE01,3,1,2039,-2.793588639027345e-07
GLOBAL,LDSINDWE01,3,1,2041,-3.626601304332344e-07
GLOBAL,LDSINDWE01,3,1,2042,-3.6266013042453227e-07
GLOBAL,LDSINDWE01,3,1,2043,-3.626601304332344e-07
GLOBAL,LDSINDWE01,3,1,2044,-3.6266013042453227e-07
GLOBAL,LDSINDWE01,3,1,2045,-3.6266013042453227e-07
GLOBAL,LDSINDWE01,3,1,2046,-3.626601304332344e-07
GLOBAL,LDSINDWE01,3,1,2047,-3.626601304332344e-07
GLOBAL,LDSINDWE01,3,1,2048,-3.626601817914577e-07
GLOBAL,LDSINDWE01,3,1,2049,-3.626601304332344e-07
GLOBAL,LDSINDWE01,3,1,2050,-3.626601304332344e-07
GLOBAL,LDSINDWE01,4,1,2030,-2.810788568934335e-07
GLOBAL,LDSINDWE01,4,1,2031,-2.810799812208442e-07
GLOBAL,LDSINDWE01,4,1,2032,-2.810788568945177e-07
GLOBAL,LDSINDWE01,4,1,2033,-2.810788568945177e-07
GLOBAL,LDSINDWE01,4,1,2034,-2.810797087407821e-07
GLOBAL,LDSINDWE01,4,1,2035,-2.810799812101893e-07
GLOBAL,LDSINDWE01,4,1,2036,-2.7935886389009953e-07
GLOBAL,LDSINDWE01,4,1,2037,-2.918830895896549e-07
GLOBAL,LDSINDWE01,4,1,2039,-2.793588639027345e-07
GLOBAL,LDSINDWE01,4,1,2041,-2.793588638957956e-07
GLOBAL,LDSINDWE01,4,1,2042,-2.7935998132833095e-07
GLOBAL,LDSINDWE01,4,1,2043,-2.7935998132833095e-07
GLOBAL,LDSINDWE01,4,1,2044,-2.7935998132309825e-07
GLOBAL,LDSINDWE01,4,1,2045,-2.793599813144532e-07
GLOBAL,LDSINDWE01,4,1,2046,-2.7935998133006573e-07
GLOBAL,LDSINDWE01,4,1,2047,-2.7935998133006573e-07
GLOBAL,LDSINDWE01,4,1,2048,-2.7935998132833095e-07
GLOBAL,LDSINDWE01,4,1,2049,-2.793588638957956e-07
GLOBAL,LDSINDWE01,4,1,2050,-2.793588638888567e-07
GLOBAL,SDSINDNO01,1,1,2030,8.380408865146713e-09
GLOBAL,SDSINDNO01,1,1,2031,-3.2329898494659957e-09
GLOBAL,SDSINDNO01,1,1,2034,8.380408865124589e-09
GLOBAL,SDSINDNO01,1,1,2037,8.100622615129624e-09
GLOBAL,SDSINDNO01,1,1,2040,-3.232989849574416e-09
GLOBAL,SDSINDNO01,1,1,2041,-3.2329898494659957e-09
GLOBAL,SDSINDNO01,1,1,2042,-2.743720395738218e-10
GLOBAL,SDSINDNO01,1,1,2043,-2.743720395738218e-10
GLOBAL,SDSINDNO01,1,1,2044,-2.743720395738218e-10
GLOBAL,SDSINDNO01,1,1,2045,7.944875116626914e-09
GLOBAL,SDSINDNO01,1,1,2046,-1.1390064124023377e-08
GLOBAL,SDSINDNO01,1,1,2047,-4.2924336592629377e-08
GLOBAL,SDSINDNO01,1,1,2048,-2.654056331262075e-10
GLOBAL,SDSINDNO01,1,1,2050,-2.654056331262075e-10
GLOBAL,SDSINDNO01,2,1,2030,8.380408865146713e-09
GLOBAL,SDSINDNO01,2,1,2031,-3.2329898494659957e-09
GLOBAL,SDSINDNO01,2,1,2033,2.797518834966005e-10
GLOBAL,SDSINDNO01,2,1,2034,8.380408865070377e-09
GLOBAL,SDSINDNO01,2,1,2035,2.797518834966005e-10
GLOBAL,SDSINDNO01,2,1,2036,2.797518834966005e-10
GLOBAL,SDSINDNO01,2,1,2037,8.380374498629168e-09
GLOBAL,SDSINDNO01,2,1,2038,2.797518834966005e-10
GLOBAL,SDSINDNO01,2,1,2039,2.797518834966005e-10
GLOBAL,SDSINDNO01,2,1,2040,-2.953237966077816e-09
GLOBAL,SDSINDNO01,2,1,2041,8.380408865070377e-09
GLOBAL,SDSINDNO01,2,1,2045,8.219247156200734e-09
GLOBAL,SDSINDNO01,2,1,2047,-4.265893095950447e-08
GLOBAL,SDSINDNO01,2,1,2049,2.654056330719974e-10
GLOBAL,SDSINDNO01,3,1,2029,-2.004492455511377e-09
GLOBAL,SDSINDNO01,3,1,2032,-8.380408865070377e-09
GLOBAL,SDSINDNO01,3,1,2033,-8.100656981573777e-09
GLOBAL,SDSINDNO01,3,1,2035,-8.100656981573777e-09
GLOBAL,SDSINDNO01,3,1,2036,-8.100656981573777e-09
GLOBAL,SDSINDNO01,3,1,2038,-8.100656981573777e-09
GLOBAL,SDSINDNO01,3,1,2039,-8.100656981682197e-09
GLOBAL,SDSINDNO01,3,1,2042,-8.219247156092315e-09
GLOBAL,SDSINDNO01,3,1,2043,-8.219247156092315e-09
GLOBAL,SDSINDNO01,3,1,2044,-8.219247156092315e-09
GLOBAL,SDSINDNO01,3,1,2046,-8.219247156200734e-09
GLOBAL,SDSINDNO01,3,1,2047,-3.9857135765425364e-08
GLOBAL,SDSINDNO01,3,1,2048,-7.950644307958173e-09
GLOBAL,SDSINDNO01,3,1,2049,-7.68523758652478e-09
GLOBAL,SDSINDNO01,3,1,2050,-7.950644307958173e-09
GLOBAL,SDSINDNO01,4,1,2029,-1.521017392582208e-09
GLOBAL,SDSINDNO01,4,1,2030,8.380408865124589e-09
GLOBAL,SDSINDNO01,4,1,2031,-3.2329898493575755e-09
GLOBAL,SDSINDNO01,4,1,2034,8.380408865233009e-09
GLOBAL,SDSINDNO01,4,1,2037,8.100622615183836e-09
GLOBAL,SDSINDNO01,4,1,2040,-3.2329898493575755e-09
GLOBAL,SDSINDNO01,4,1,2041,-3.2329898493575755e-09
GLOBAL,SDSINDNO01,4,1,2042,-4.911258368847822e-09
GLOBAL,SDSINDNO01,4,1,2043,-4.911369178755079e-09
GLOBAL,SDSINDNO01,4,1,2044,-4.911243484378296e-09
GLOBAL,SDSINDNO01,4,1,2045,3.308003671442967e-09
GLOBAL,SDSINDNO01,4,1,2046,-1.1390064124023377e-08
GLOBAL,SDSINDNO01,4,1,2047,-4.292433659262381e-08
GLOBAL,SDSINDNO01,4,1,2048,-2.654056332346277e-10
GLOBAL,SDSINDNO01,4,1,2050,-2.654056331262075e-10
GLOBAL,SDSINDSO01,1,1,2031,7.735762029320753e-09
GLOBAL,SDSINDSO01,1,1,2037,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,1,1,2039,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,1,1,2040,7.477529521461057e-09
GLOBAL,SDSINDSO01,1,1,2042,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,1,1,2044,-2.5823252845953715e-10
GLOBAL,SDSINDSO01,1,1,2045,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,1,1,2047,-1.4893802224736432e-08
GLOBAL,SDSINDSO01,2,1,2031,7.735762029320753e-09
GLOBAL,SDSINDSO01,2,1,2038,7.735762029320753e-09
GLOBAL,SDSINDSO01,2,1,2040,7.735762029320753e-09
GLOBAL,SDSINDSO01,2,1,2041,7.73573030654097e-09
GLOBAL,SDSINDSO01,2,1,2043,2.5823250785969587e-10
GLOBAL,SDSINDSO01,2,1,2046,2.5823250785969587e-10
GLOBAL,SDSINDSO01,2,1,2047,-1.4635569716876736e-08
GLOBAL,SDSINDSO01,2,1,2048,2.5823250785969587e-10
GLOBAL,SDSINDSO01,2,1,2049,2.5823250785969587e-10
GLOBAL,SDSINDSO01,2,1,2050,2.5823250791061876e-10
GLOBAL,SDSINDSO01,3,1,2030,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2034,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2035,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2036,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2037,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2039,-2.5823250780548576e-10
GLOBAL,SDSINDSO01,3,1,2042,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2043,-7.477529521461057e-09
GLOBAL,SDSINDSO01,3,1,2044,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2045,-7.735762029320753e-09
GLOBAL,SDSINDSO01,3,1,2046,-7.477529521461057e-09
GLOBAL,SDSINDSO01,3,1,2047,-2.2371331746251705e-08
GLOBAL,SDSINDSO01,3,1,2048,-7.477529521515267e-09
GLOBAL,SDSINDSO01,3,1,2049,-7.477529521461057e-09
GLOBAL,SDSINDSO01,4,1,2031,7.735762029320753e-09
GLOBAL,SDSINDSO01,4,1,2037,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,4,1,2039,-2.5823250780548576e-10
GLOBAL,SDSINDSO01,4,1,2040,7.477529521461057e-09
GLOBAL,SDSINDSO01,4,1,2042,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,4,1,2044,-2.5823252867116133e-10
GLOBAL,SDSINDSO01,4,1,2045,-2.5823250785969587e-10
GLOBAL,SDSINDSO01,4,1,2047,-1.4893802224705629e-08
GLOBAL,SDSINDWE01,1,1,2037,-1.452557856710789e-10
GLOBAL,SDSINDWE01,1,1,2040,-4.351366723296138e-09
GLOBAL,SDSINDWE01,1,1,2042,4.206110355842174e-09
GLOBAL,SDSINDWE01,1,1,2044,-1.452557856710789e-10
GLOBAL,SDSINDWE01,1,1,2045,-1.452557856710789e-10
GLOBAL,SDSINDWE01,1,1,2048,-1.452557856710789e-10
GLOBAL,SDSINDWE01,2,1,2034,1.452557856710789e-10
GLOBAL,SDSINDWE01,2,1,2035,1.452557856710789e-10
GLOBAL,SDSINDWE01,2,1,2036,1.452557856710789e-10
GLOBAL,SDSINDWE01,2,1,2038,1.452557856710789e-10
GLOBAL,SDSINDWE01,2,1,2039,1.4525578572528904e-10
GLOBAL,SDSINDWE01,2,1,2041,1.452557856710789e-10
GLOBAL,SDSINDWE01,2,1,2042,4.351366141513252e-09
GLOBAL,SDSINDWE01,2,1,2043,1.452557856710789e-10
GLOBAL,SDSINDWE01,2,1,2046,1.452557856710789e-10
GLOBAL,SDSINDWE01,2,1,2047,1.4525578569818398e-10
GLOBAL,SDSINDWE01,2,1,2049,4.351348297415743e-09
GLOBAL,SDSINDWE01,2,1,2050,1.452557856710789e-10
GLOBAL,SDSINDWE01,3,1,2030,-4.351366141459043e-09
GLOBAL,SDSINDWE01,3,1,2031,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2032,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2033,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2036,-4.206110355842174e-09
GLOBAL,SDSINDWE01,3,1,2037,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2038,-4.206110355842174e-09
GLOBAL,SDSINDWE01,3,1,2039,-4.206110355787963e-09
GLOBAL,SDSINDWE01,3,1,2040,-4.351366141459043e-09
GLOBAL,SDSINDWE01,3,1,2041,-4.206110355842174e-09
GLOBAL,SDSINDWE01,3,1,2044,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2045,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2048,-4.351366141513252e-09
GLOBAL,SDSINDWE01,3,1,2050,-4.206110355842174e-09
GLOBAL,SDSINDWE01,4,1,2037,-1.4525578572528904e-10
GLOBAL,SDSINDWE01,4,1,2040,-4.351366723233448e-09
GLOBAL,SDSINDWE01,4,1,2042,4.206110355815068e-09
GLOBAL,SDSINDWE01,4,1,2044,-1.4525578569818398e-10
GLOBAL,SDSINDWE01,4,1,2045,-1.4525578569818398e-10
GLOBAL,SDSINDWE01,4,1,2048,-1.4525578569818398e-10
