REGION,STORAGE,SEASON,DAYTYPE,YEAR,VALUE
GLOBAL,LDSINDEA01,1,1,2031,0.0194404235316722
GLOBAL,LDSINDEA01,1,1,2032,0.0194399999999999
GLOBAL,LDSINDEA01,1,1,2033,0.0194399999999999
GLOBAL,LDSINDEA01,1,1,2034,0.0194399999999999
GLOBAL,LDSINDEA01,1,1,2035,0.0194399999999999
GLOBAL,LDSINDEA01,1,1,2041,-3.486139136345071e-09
GLOBAL,LDSINDEA01,1,1,2047,0.0194399999999999
GLOBAL,LDSINDEA01,1,1,2048,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2028,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2029,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2041,4.0048642338877394e-07
GLOBAL,LDSINDEA01,2,1,2044,0.0194399861694141
GLOBAL,LDSINDEA01,2,1,2045,4.143170103234108e-07
GLOBAL,LDSINDEA01,2,1,2048,1.0581915705146216e-07
GLOBAL,LDSINDEA01,3,1,2028,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2029,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2033,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2035,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2038,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2039,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2040,3.1244283627000533e-07
GLOBAL,LDSINDEA01,3,1,2043,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2044,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2045,0.0194399999999999
GLOBAL,LDSINDEA01,3,1,2047,3.1244102728644757e-07
GLOBAL,LDSINDEA01,3,1,2049,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2033,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2034,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2037,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2039,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2044,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2049,0.0194399999999999
GLOBAL,LDSINDNO01,1,1,2032,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2033,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2034,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2036,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2039,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2047,0.0359999999999999
GLOBAL,LDSINDNO01,1,1,2048,0.0359999999999999
GLOBAL,LDSINDNO01,2,1,2028,0.0359999999999999
GLOBAL,LDSINDNO01,2,1,2034,0.0008851087105
GLOBAL,LDSINDNO01,2,1,2036,0.0091946270643857
GLOBAL,LDSINDNO01,2,1,2048,0.0359999999999999
GLOBAL,LDSINDNO01,2,1,2050,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2028,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2030,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2032,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2034,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2035,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2037,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2038,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2039,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2040,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2041,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2042,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2043,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2044,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2045,0.0105219768618308
GLOBAL,LDSINDNO01,3,1,2046,0.0341273632576683
GLOBAL,LDSINDNO01,3,1,2047,-1.4762966545067704e-07
GLOBAL,LDSINDNO01,3,1,2050,0.0359999999999999
GLOBAL,LDSINDNO01,4,1,2028,0.0359999999999999
GLOBAL,LDSINDNO01,4,1,2030,-1.439999903737129e-07
GLOBAL,LDSINDNO01,4,1,2031,-1.439999903737129e-07
GLOBAL,LDSINDNO01,4,1,2032,-1.4399999036908697e-07
GLOBAL,LDSINDNO01,4,1,2033,-1.439999903737129e-07
GLOBAL,LDSINDNO01,4,1,2034,-1.439999903737129e-07
GLOBAL,LDSINDNO01,4,1,2036,-1.439999903737129e-07
GLOBAL,LDSINDNO01,4,1,2038,-1.439999903737129e-07
GLOBAL,LDSINDNO01,4,1,2039,0.0245588571505888
GLOBAL,LDSINDNO01,4,1,2040,-4.5764385280406736e-08
GLOBAL,LDSINDNO01,4,1,2041,-3.930857258569473e-08
GLOBAL,LDSINDNO01,4,1,2042,-4.5764385280406736e-08
GLOBAL,LDSINDNO01,4,1,2043,0.024558857150565
GLOBAL,LDSINDNO01,4,1,2044,-1.439999903737129e-07
GLOBAL,LDSINDNO01,4,1,2047,-1.439999903737129e-07
GLOBAL,LDSINDSO01,1,1,2032,0.09468
GLOBAL,LDSINDSO01,1,1,2033,0.09468
GLOBAL,LDSINDSO01,1,1,2035,0.09468
GLOBAL,LDSINDSO01,1,1,2038,0.09468
GLOBAL,LDSINDSO01,1,1,2045,7.735717791636168e-08
GLOBAL,LDSINDSO01,1,1,2046,0.0144
GLOBAL,LDSINDSO01,1,1,2047,0.0144
GLOBAL,LDSINDSO01,2,1,2028,0.09468
GLOBAL,LDSINDSO01,2,1,2029,0.09468
GLOBAL,LDSINDSO01,2,1,2036,0.0023278359078461
GLOBAL,LDSINDSO01,2,1,2039,1.2035968671997533e-07
GLOBAL,LDSINDSO01,2,1,2044,0.0144
GLOBAL,LDSINDSO01,2,1,2045,7.73572047251835e-08
GLOBAL,LDSINDSO01,3,1,2029,0.09468
GLOBAL,LDSINDSO01,3,1,2031,0.09468
GLOBAL,LDSINDSO01,3,1,2036,0.09468
GLOBAL,LDSINDSO01,3,1,2039,0.09468
GLOBAL,LDSINDSO01,3,1,2040,0.09468
GLOBAL,LDSINDSO01,3,1,2041,0.03456
GLOBAL,LDSINDSO01,3,1,2044,0.0144
GLOBAL,LDSINDSO01,4,1,2028,0.09468
GLOBAL,LDSINDSO01,4,1,2030,0.09468
GLOBAL,LDSINDSO01,4,1,2034,-3.787199746974366e-07
