REGION,STORAGE,SEASON,DAYTYPE,YEAR,VALUE
GLOBAL,LDSINDEA01,1,1,2034,1.0443222638392703e-07
GLOBAL,LDSINDEA01,1,1,2036,1.0443265463858099e-07
GLOBAL,LDSINDEA01,1,1,2040,1.0443278739523389e-07
GLOBAL,LDSINDEA01,1,1,2041,-3.486138856756415e-09
GLOBAL,LDSINDEA01,1,1,2044,-3.486138856756415e-09
GLOBAL,LDSINDEA01,2,1,2034,1.0443222638392703e-07
GLOBAL,LDSINDEA01,2,1,2035,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2,1,2036,1.0443265463858099e-07
GLOBAL,LDSINDEA01,2,1,2040,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2,1,2042,3.4861388558890534e-09
GLOBAL,LDSINDEA01,2,1,2043,3.4861388558890534e-09
GLOBAL,LDSINDEA01,2,1,2045,3.486138860225862e-09
GLOBAL,LDSINDEA01,2,1,2046,3.4861388558890534e-09
GLOBAL,LDSINDEA01,2,1,2047,3.4861388558890534e-09
GLOBAL,LDSINDEA01,2,1,2048,3.4861388558890534e-09
GLOBAL,LDSINDEA01,2,1,2049,3.4861388558890534e-09
GLOBAL,LDSINDEA01,2,1,2050,3.486138856756415e-09
GLOBAL,LDSINDEA01,3,1,2032,-1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,2039,-1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,2041,-3.4861388558890534e-09
GLOBAL,LDSINDEA01,3,1,2044,-8.124613342513909e-08
GLOBAL,LDSINDEA01,3,1,2046,-1.0094663424348865e-07
GLOBAL,LDSINDEA01,3,1,2047,-1.0094663424292442e-07
GLOBAL,LDSINDEA01,3,1,2048,-1.0094663424379181e-07
GLOBAL,LDSINDEA01,3,1,2050,-2.1226629198586934e-08
GLOBAL,LDSINDEA01,4,1,2034,1.0443222638135893e-07
GLOBAL,LDSINDEA01,4,1,2036,1.0443265463766421e-07
GLOBAL,LDSINDEA01,4,1,2040,1.0443278739523389e-07
GLOBAL,LDSINDEA01,4,1,2041,-3.4861388558890534e-09
GLOBAL,LDSINDEA01,4,1,2044,-8.124613342513909e-08
GLOBAL,LDSINDEA01,4,1,2046,-7.775999480083563e-08
GLOBAL,LDSINDEA01,4,1,2050,-5.891554306685372e-08
GLOBAL,LDSINDNO01,1,1,2037,-6.455812696926077e-09
GLOBAL,LDSINDNO01,1,1,2039,1.4400000000053262e-07
GLOBAL,LDSINDNO01,1,1,2040,1.439999999987979e-07
GLOBAL,LDSINDNO01,1,1,2041,1.439999999987979e-07
GLOBAL,LDSINDNO01,1,1,2042,-6.455812696926077e-09
GLOBAL,LDSINDNO01,1,1,2043,-6.455812696926077e-09
GLOBAL,LDSINDNO01,1,1,2044,1.439999999987979e-07
GLOBAL,LDSINDNO01,2,1,2034,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2035,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2036,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2038,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2039,1.504558010765461e-07
GLOBAL,LDSINDNO01,2,1,2040,1.5045581269572397e-07
GLOBAL,LDSINDNO01,2,1,2041,1.5045581269572397e-07
GLOBAL,LDSINDNO01,2,1,2044,1.5045581269572397e-07
