REGION,STORAGE,SEASON,DAYTYPE,YEAR,VALUE
GLOBAL,LDSINDNO01,2,1,2047,1.504558010833779e-07
GLOBAL,LDSINDNO01,2,1,2048,1.504558126984493e-07
GLOBAL,LDSINDNO01,2,1,2050,6.4558126951913525e-09
GLOBAL,LDSINDNO01,3,1,2028,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2029,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2030,0.0359999999999999
GLOBAL,LDSINDNO01,3,1,2034,0.0105222739615413
GLOBAL,LDSINDNO01,3,1,2035,0.0359998560008647
GLOBAL,LDSINDNO01,3,1,2042,0.0138529278373753
GLOBAL,LDSINDNO01,3,1,2043,0.0138519193680716
GLOBAL,LDSINDNO01,3,1,2044,-1.869382033596736e-07
GLOBAL,LDSINDNO01,3,1,2045,0.0138522164675258
GLOBAL,LDSINDNO01,3,1,2047,0.0138528013889629
GLOBAL,LDSINDNO01,3,1,2050,-1.8693820335799474e-07
GLOBAL,LDSINDNO01,4,1,2029,0.0359999999999999
GLOBAL,LDSINDNO01,4,1,2030,0.0359999999999999
GLOBAL,LDSINDNO01,4,1,2033,-1.439999903737129e-07
GLOBAL,LDSINDNO01,4,1,2034,-1.4399999036908697e-07
GLOBAL,LDSINDNO01,4,1,2036,-1.4399999036908697e-07
GLOBAL,LDSINDNO01,4,1,2041,4.2937442098286e-08
GLOBAL,LDSINDNO01,4,1,2042,4.2937196248747404e-08
GLOBAL,LDSINDNO01,4,1,2045,-1.4399999036908697e-07
GLOBAL,LDSINDNO01,4,1,2046,-1.4399999036908697e-07
GLOBAL,LDSINDSO01,1,1,2031,0.09468
GLOBAL,LDSINDSO01,1,1,2035,0.09468
GLOBAL,LDSINDSO01,1,1,2037,0.09468
GLOBAL,LDSINDSO01,1,1,2039,0.09468
GLOBAL,LDSINDSO01,1,1,2042,1.355269095703404e-07
GLOBAL,LDSINDSO01,1,1,2046,0.0144
GLOBAL,LDSINDSO01,2,1,2029,0.09468
GLOBAL,LDSINDSO01,2,1,2030,0.09468
GLOBAL,LDSINDSO01,2,1,2031,0.09468
GLOBAL,LDSINDSO01,2,1,2035,0.0241818691787403
GLOBAL,LDSINDSO01,2,1,2041,1.4172389765113686e-07
GLOBAL,LDSINDSO01,3,1,2028,0.09468
GLOBAL,LDSINDSO01,3,1,2030,0.09468
GLOBAL,LDSINDSO01,3,1,2036,-3.8826602013622083e-07
GLOBAL,LDSINDSO01,3,1,2040,0.0897557455828115
GLOBAL,LDSINDSO01,3,1,2045,0.0144
GLOBAL,LDSINDSO01,4,1,2028,0.09468
GLOBAL,LDSINDSO01,4,1,2029,0.09468
GLOBAL,LDSINDSO01,4,1,2030,0.09468
GLOBAL,LDSINDSO01,4,1,2032,-3.787199746974366e-07
GLOBAL,LDSINDSO01,4,1,2033,-3.787199746974366e-07
GLOBAL,LDSINDSO01,4,1,2034,-3.787199746974366e-07
GLOBAL,LDSINDSO01,4,1,2035,-3.787199746974366e-07
GLOBAL,LDSINDSO01,4,1,2036,-3.787199746974366e-07
GLOBAL,LDSINDSO01,4,1,2037,-3.787199746650552e-07
GLOBAL,LDSINDSO01,4,1,2038,-3.787199746974366e-07
GLOBAL,LDSINDSO01,4,1,2039,-3.787199746974366e-07
GLOBAL,LDSINDSO01,4,1,2040,-3.787199746974366e-07
GLOBAL,LDSINDSO01,4,1,2044,0.0144
GLOBAL,LDSINDSO01,4,1,2045,0.0144
GLOBAL,LDSINDSO01,4,1,2046,0.0144004628754059
GLOBAL,LDSINDSO01,4,1,2047,0.0144
GLOBAL,LDSINDWE01,1,1,2030,0.0702699999999999
GLOBAL,LDSINDWE01,1,1,2031,0.0702699999999999
GLOBAL,LDSINDWE01,1,1,2035,0.0702699999999999
GLOBAL,LDSINDWE01,1,1,2036,0.0698399999999999
GLOBAL,LDSINDWE01,1,1,2037,0.0698399999999999
GLOBAL,LDSINDWE01,1,1,2043,-1.2524277647550141e-08
GLOBAL,LDSINDWE01,1,1,2047,3.751824059219793e-07
GLOBAL,LDSINDWE01,2,1,2030,0.0702699999999999
GLOBAL,LDSINDWE01,2,1,2032,0.0004299999999999
GLOBAL,LDSINDWE01,2,1,2034,1.2601387724964218e-08
GLOBAL,LDSINDWE01,2,1,2042,3.7518244292827973e-07
GLOBAL,LDSINDWE01,2,1,2044,2.9188427665138844e-07
GLOBAL,LDSINDWE01,2,1,2046,3.7518244292827973e-07
GLOBAL,LDSINDWE01,2,1,2047,3.7518244293534033e-07
GLOBAL,LDSINDWE01,3,1,2030,0.0702699999999999
GLOBAL,LDSINDWE01,3,1,2031,0.0702699999999999
GLOBAL,LDSINDWE01,3,1,2032,0.0217303900858483
GLOBAL,LDSINDWE01,3,1,2033,0.0217303642086678
