REGION,STORAGE,SEASON,DAYTYPE,DAILYTIMEBRACKET,YEAR,VALUE
GLOBAL,LDSINDEA01,1,1,1,2035,4.235318416846484e-07
GLOBAL,LDSINDEA01,1,1,2,2034,4.2353153366149084e-07
GLOBAL,LDSINDEA01,2,1,1,2044,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,1,2045,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2,2032,0.0194398955677736
GLOBAL,LDSINDEA01,2,1,2,2033,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2,2034,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2,2035,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2,2036,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2,2037,0.0194398955677736
GLOBAL,LDSINDEA01,2,1,2,2038,0.01944
GLOBAL,LDSINDEA01,2,1,2,2039,0.0194404143258406
GLOBAL,LDSINDEA01,2,1,2,2040,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2,2041,0.0194404143258406
GLOBAL,LDSINDEA01,2,1,2,2042,0.0194398955677736
GLOBAL,LDSINDEA01,2,1,2,2043,0.01944
GLOBAL,LDSINDEA01,2,1,2,2046,0.0194404143258406
GLOBAL,LDSINDEA01,2,1,2,2047,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2,2048,0.01944
GLOBAL,LDSINDEA01,2,1,2,2049,0.0194399999999999
GLOBAL,LDSINDEA01,2,1,2,2050,0.0194404143258406
GLOBAL,LDSINDEA01,2,1,3,2048,4.1432375105228165e-07
GLOBAL,LDSINDEA01,2,1,4,2032,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2033,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2034,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2035,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2036,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2037,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2038,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2039,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2040,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2041,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2042,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2043,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2044,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2045,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2046,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2047,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2048,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2049,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,4,2050,-0.0194399999999999
GLOBAL,LDSINDEA01,2,1,5,2032,1.0443222638283421e-07
GLOBAL,LDSINDEA01,2,1,5,2037,1.0443222637969163e-07
GLOBAL,LDSINDEA01,2,1,5,2038,4.143170103234108e-07
GLOBAL,LDSINDEA01,2,1,5,2042,1.0443222638517449e-07
GLOBAL,LDSINDEA01,2,1,5,2043,4.143170103234108e-07
GLOBAL,LDSINDEA01,3,1,1,2040,3.124410240158023e-07
GLOBAL,LDSINDEA01,3,1,1,2044,0.0010111904590658
GLOBAL,LDSINDEA01,3,1,1,2045,0.0010112293387182
GLOBAL,LDSINDEA01,3,1,2,2032,3.1244115812640413e-07
GLOBAL,LDSINDEA01,3,1,2,2033,3.1244283627000533e-07
GLOBAL,LDSINDEA01,3,1,2,2042,3.124411578242734e-07
GLOBAL,LDSINDEA01,3,1,2,2044,-0.0010111107390465
GLOBAL,LDSINDEA01,3,1,2,2045,-0.0010111496186989
GLOBAL,LDSINDEA01,3,1,2,2047,3.1244283627000533e-07
GLOBAL,LDSINDEA01,3,1,3,2036,3.124410240158023e-07
GLOBAL,LDSINDEA01,3,1,4,2044,-7.972001934348883e-08
GLOBAL,LDSINDEA01,3,1,4,2045,-7.972001934367784e-08
GLOBAL,LDSINDEA01,3,1,4,2049,3.124408990393927e-07
GLOBAL,LDSINDEA01,3,1,5,2037,3.1243922060256557e-07
GLOBAL,LDSINDEA01,4,1,1,2044,0.0194400777597591
GLOBAL,LDSINDEA01,4,1,1,2045,0.0194399999999999
GLOBAL,LDSINDEA01,4,1,2,2044,-7.775975913688701e-08
GLOBAL,LDSINDEA01,4,1,3,2044,-0.0194399222402408
