REGION,STORAGE,SEASON,DAYTYPE,DAILYTIMEBRACKET,YEAR,VALUE
GLOBAL,LDSINDEA01,1,1,1,2035,1.0443278739523389e-07
GLOBAL,LDSINDEA01,1,1,2,2034,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2,1,1,2044,0.0048999686399999
GLOBAL,LDSINDEA01,2,1,1,2045,0.0048999686399999
GLOBAL,LDSINDEA01,2,1,2,2032,0.0048999176045954
GLOBAL,LDSINDEA01,2,1,2,2033,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2034,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2035,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2036,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2037,0.0048999176045954
GLOBAL,LDSINDEA01,2,1,2,2038,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2039,0.0049000483600193
GLOBAL,LDSINDEA01,2,1,2,2040,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2041,0.0049000483600193
GLOBAL,LDSINDEA01,2,1,2,2042,0.0048999176045954
GLOBAL,LDSINDEA01,2,1,2,2043,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2046,0.0049000483600193
GLOBAL,LDSINDEA01,2,1,2,2047,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2048,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2049,0.0048999439272319
GLOBAL,LDSINDEA01,2,1,2,2050,0.0049000483600193
GLOBAL,LDSINDEA01,2,1,3,2048,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2,1,4,2032,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2033,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2034,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2035,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2036,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2037,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2038,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2039,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2040,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2041,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2042,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2043,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2044,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2045,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2046,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2047,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2048,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2049,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,4,2050,-0.0049000483600193
GLOBAL,LDSINDEA01,2,1,5,2032,2.6323197511336198e-08
GLOBAL,LDSINDEA01,2,1,5,2037,2.6323197510544073e-08
GLOBAL,LDSINDEA01,2,1,5,2038,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2,1,5,2042,2.6323197511926084e-08
GLOBAL,LDSINDEA01,2,1,5,2043,1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,1,2040,1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,1,2044,0.0003379883885618
GLOBAL,LDSINDEA01,3,1,1,2045,0.0003380013840079
GLOBAL,LDSINDEA01,3,1,2,2032,1.0443222648234497e-07
GLOBAL,LDSINDEA01,3,1,2,2033,1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,2,2042,1.0443222638135893e-07
GLOBAL,LDSINDEA01,3,1,2,2044,-0.0003379597820339
GLOBAL,LDSINDEA01,3,1,2,2045,-0.0003379727774046
GLOBAL,LDSINDEA01,3,1,2,2047,1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,3,2036,1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,4,2044,-2.6646267684029528e-08
