REGION,STORAGE,SEASON,DAYTYPE,YEAR,VALUE
GLOBAL,LDSINDEA01,1,1,2032,1.0443222638045757e-07
GLOBAL,LDSINDEA01,1,1,2035,-1.0443278739523387e-07
GLOBAL,LDSINDEA01,1,1,2037,1.0443222638045757e-07
GLOBAL,LDSINDEA01,1,1,2042,1.0443222638392703e-07
GLOBAL,LDSINDEA01,1,1,2049,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2,1,2032,1.0443222638045757e-07
GLOBAL,LDSINDEA01,2,1,2034,1.0443278739523389e-07
GLOBAL,LDSINDEA01,2,1,2037,1.0443222638045757e-07
GLOBAL,LDSINDEA01,2,1,2042,1.0443222638392703e-07
GLOBAL,LDSINDEA01,2,1,2049,1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,2033,-1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,2035,-1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,2036,-1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,2040,-1.0443278739523389e-07
GLOBAL,LDSINDEA01,3,1,2044,-7.972001934367784e-08
GLOBAL,LDSINDEA01,3,1,2045,-7.972001934367784e-08
GLOBAL,LDSINDEA01,3,1,2047,-1.0443278739523389e-07
GLOBAL,LDSINDEA01,4,1,2032,1.0443222648234497e-07
GLOBAL,LDSINDEA01,4,1,2035,-1.0443278739523389e-07
GLOBAL,LDSINDEA01,4,1,2037,1.044322263808569e-07
GLOBAL,LDSINDEA01,4,1,2042,1.0443222638135893e-07
GLOBAL,LDSINDEA01,4,1,2044,-7.775975914026958e-08
GLOBAL,LDSINDEA01,4,1,2045,-7.775968376491636e-08
GLOBAL,LDSINDEA01,4,1,2049,1.0443278739523387e-07
GLOBAL,LDSINDNO01,1,1,2041,1.8693744496464657e-07
GLOBAL,LDSINDNO01,1,1,2042,1.8693719913004394e-07
GLOBAL,LDSINDNO01,1,1,2047,1.4400000000053262e-07
GLOBAL,LDSINDNO01,1,1,2048,1.439999999935937e-07
GLOBAL,LDSINDNO01,2,1,2039,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2040,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2041,1.9339325766107972e-07
GLOBAL,LDSINDNO01,2,1,2042,1.9339301182697e-07
GLOBAL,LDSINDNO01,2,1,2043,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2044,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2045,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2046,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2047,1.5045580107325697e-07
GLOBAL,LDSINDNO01,2,1,2048,1.5045581269051977e-07
GLOBAL,LDSINDNO01,2,1,2049,6.455812695191353e-09
GLOBAL,LDSINDNO01,2,1,2050,6.455812695191353e-09
GLOBAL,LDSINDNO01,3,1,2032,-1.933940507320431e-07
GLOBAL,LDSINDNO01,3,1,2033,-1.933940507337778e-07
GLOBAL,LDSINDNO01,3,1,2034,-1.933940507337778e-07
GLOBAL,LDSINDNO01,3,1,2035,-1.4399913519901153e-07
GLOBAL,LDSINDNO01,3,1,2036,-1.933940507337778e-07
GLOBAL,LDSINDNO01,3,1,2037,-1.933940507355125e-07
GLOBAL,LDSINDNO01,3,1,2038,-1.933940507355125e-07
GLOBAL,LDSINDNO01,3,1,2039,-1.8693820335649322e-07
GLOBAL,LDSINDNO01,3,1,2040,-1.8693820335647201e-07
GLOBAL,LDSINDNO01,3,1,2043,-1.8693820335649322e-07
GLOBAL,LDSINDNO01,3,1,2044,-1.8693820335799474e-07
GLOBAL,LDSINDNO01,3,1,2045,-1.8693820335799474e-07
GLOBAL,LDSINDNO01,3,1,2046,-1.8693820335649322e-07
GLOBAL,LDSINDNO01,3,1,2047,-4.2937441401859344e-08
GLOBAL,LDSINDNO01,3,1,2048,-4.2937621044249496e-08
GLOBAL,LDSINDNO01,3,1,2049,-1.869382380368517e-07
GLOBAL,LDSINDNO01,3,1,2050,-1.8693820335799474e-07
GLOBAL,LDSINDNO01,4,1,2032,-1.4399941437870378e-07
GLOBAL,LDSINDNO01,4,1,2033,-1.4399999037348953e-07
GLOBAL,LDSINDNO01,4,1,2034,-1.439999903725017e-07
GLOBAL,LDSINDNO01,4,1,2035,-1.4399941437447465e-07
GLOBAL,LDSINDNO01,4,1,2036,-1.439999903725017e-07
GLOBAL,LDSINDNO01,4,1,2037,-1.4399999037366134e-07
GLOBAL,LDSINDNO01,4,1,2038,-1.4399941437870378e-07
GLOBAL,LDSINDNO01,4,1,2039,-1.439994143761017e-07
GLOBAL,LDSINDNO01,4,1,2040,-1.4399941437870378e-07
GLOBAL,LDSINDNO01,4,1,2041,4.293744209748346e-08
GLOBAL,LDSINDNO01,4,1,2042,4.293719625333981e-08
GLOBAL,LDSINDNO01,4,1,2043,-1.439994143717649e-07
GLOBAL,LDSINDNO01,4,1,2044,-1.439994143717649e-07
GLOBAL,LDSINDNO01,4,1,2045,-1.439999903727979e-07
GLOBAL,LDSINDNO01,4,1,2046,-1.4399999037122673e-07
GLOBAL,LDSINDNO01,4,1,2049,-1.4399941437436697e-07
GLOBAL,LDSINDNO01,4,1,2050,-1.4399941436482602e-07
GLOBAL,LDSINDSO01,1,1,2041,1.3552631746363566e-07
GLOBAL,LDSINDSO01,1,1,2042,1.3552690957991254e-07
GLOBAL,LDSINDSO01,1,1,2046,7.73576202929907e-08
GLOBAL,LDSINDSO01,2,1,2041,1.4172389765226836e-07
GLOBAL,LDSINDSO01,2,1,2042,1.4172447883320505e-07
GLOBAL,LDSINDSO01,2,1,2046,7.73576202929907e-08
GLOBAL,LDSINDSO01,3,1,2032,-5.086263534306856e-07
GLOBAL,LDSINDSO01,3,1,2033,-5.086263534341552e-07
GLOBAL,LDSINDSO01,3,1,2034,-3.882660201369459e-07
GLOBAL,LDSINDSO01,3,1,2035,-3.787199746845298e-07
GLOBAL,LDSINDSO01,3,1,2036,-3.882660201369459e-07
GLOBAL,LDSINDSO01,3,1,2037,-3.882660201334765e-07
GLOBAL,LDSINDSO01,3,1,2038,-3.882660201369459e-07
GLOBAL,LDSINDSO01,3,1,2039,-3.882660223816781e-07
GLOBAL,LDSINDSO01,3,1,2040,-3.882660223816781e-07
GLOBAL,LDSINDSO01,3,1,2045,-7.73576202929907e-08
GLOBAL,LDSINDSO01,4,1,2032,-3.78719974680314e-07
GLOBAL,LDSINDSO01,4,1,2033,-3.787199746884221e-07
GLOBAL,LDSINDSO01,4,1,2034,-3.787199746830898e-07
GLOBAL,LDSINDSO01,4,1,2035,-3.787199746845298e-07
GLOBAL,LDSINDSO01,4,1,2036,-3.7871997468226657e-07
GLOBAL,LDSINDSO01,4,1,2037,-3.78719974684052e-07
GLOBAL,LDSINDSO01,4,1,2038,-3.7871997468630347e-07
GLOBAL,LDSINDSO01,4,1,2039,-3.7871997468261073e-07
