"source_rule_id","parameter","ordered_parameter_indices","region","technology","semantic_technology_group","canonical_country","year","required_root_present","required_root_value","required_root_state","verified_physical_unit","verified_compiled_unit","root_scenarios_with_actual_change","authority_classification","authority_lineage_class"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBGD::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINGASBGD","MIN:GAS","BGD","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBGD::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINGASBGD","MIN:GAS","BGD","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBGD::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINGASBGD","MIN:GAS","BGD","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASBGD::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINGASBGD","MIN:GAS","BGD","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASIND::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINGASIND","MIN:GAS","IND","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASIND::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINGASIND","MIN:GAS","IND","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASIND::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINGASIND","MIN:GAS","IND","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINGASIND::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINGASIND","MIN:GAS","IND","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOILBGD::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOILBGD","MIN:OIL","BGD","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOILBGD::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOILBGD","MIN:OIL","BGD","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOILBGD::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOILBGD","MIN:OIL","BGD","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOILBGD::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOILBGD","MIN:OIL","BGD","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOILIND::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOILIND","MIN:OIL","IND","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOILIND::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOILIND","MIN:OIL","IND","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOILIND::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOILIND","MIN:OIL","IND","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOILIND::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOILIND","MIN:OIL","IND","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOTHBGD::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOTHBGD","MIN:OTH","BGD","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOTHBGD::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOTHBGD","MIN:OTH","BGD","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOTHBGD::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOTHBGD","MIN:OTH","BGD","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOTHBGD::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOTHBGD","MIN:OTH","BGD","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOTHIND::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOTHIND","MIN:OTH","IND","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOTHIND::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOTHIND","MIN:OTH","IND","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOTHIND::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOTHIND","MIN:OTH","IND","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINOTHIND::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINOTHIND","MIN:OTH","IND","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINPETBGD::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINPETBGD","MIN:PET","BGD","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINPETBGD::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINPETBGD","MIN:PET","BGD","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINPETBGD::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINPETBGD","MIN:PET","BGD","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINPETBGD::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINPETBGD","MIN:PET","BGD","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINPETIND::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINPETIND","MIN:PET","IND","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINPETIND::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINPETIND","MIN:PET","IND","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINPETIND::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINPETIND","MIN:PET","IND","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINPETIND::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINPETIND","MIN:PET","IND","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINURNBGD::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINURNBGD","MIN:URN","BGD","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINURNBGD::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINURNBGD","MIN:URN","BGD","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINURNBGD::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINURNBGD","MIN:URN","BGD","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINURNBGD::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINURNBGD","MIN:URN","BGD","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINURNIND::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINURNIND","MIN:URN","IND","2023","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINURNIND::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINURNIND","MIN:URN","IND","2024","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINURNIND::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINURNIND","MIN:URN","IND","2025","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::MINURNIND::2026","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","MINURNIND","MIN:URN","IND","2026","true","9999","POSITIVE","native_supply_capacity_unit","native_supply_capacity_unit","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::PWRBIOBGDXX::2023","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","PWRBIOBGDXX","PWR:BIO","BGD","2023","true","9999","POSITIVE","GW","GW","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::PWRBIOBGDXX::2024","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","PWRBIOBGDXX","PWR:BIO","BGD","2024","true","9999","POSITIVE","GW","GW","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
"PWR_MIN_PIN::TotalAnnualMaxCapacity::GLOBAL::PWRBIOBGDXX::2025","TotalAnnualMaxCapacity","[""REGION"",""TECHNOLOGY"",""YEAR""]","GLOBAL","PWRBIOBGDXX","PWR:BIO","BGD","2025","true","9999","POSITIVE","GW","GW","A_Calibrated_BAU;B_Optimised_VRE;C_Target_VRE","BENCHMARK_SUPPORTED","ACCEPTED_WS4_BASE_YEAR_PIN_2023_2026"
